ser,country,q101,q102,q103,q2011,q2012,q2013,q2014,q2015,q202,q204,q205,q206,q207,q210,q211,q212,q2131,q2132,q2133,q2134,q2135,q214,q215,q216,q217,q219,q221,q222,q224,q2251,q2252,q226,q227,q228,q2301,q2302,q2311,q2312,q2321,q2322,q2323,q2324,q234,q235,q236,q237,q238,q239,q240,q241,q242,q243,q244,q2451,q2452,q2453,q2454,q2461,q2462,q2463,q2464,q2471,q2472,q2473,q2474,q2475,q2476,q248withoutpalestine,q248donlypalestine,q249withoutpalestine,q249onlypalestine,q2501,q2502,q2511,q2512,q2513,q2514,q252,q253,q254,q2551,q2552,q2553,q2554,q2561,q2562,q2563,q2564,q2565,q2571,q2572,q301,q3021,q3022,q3031,q3032,q3033,q304,q305,q306,q4011,q4012,q4013,q4014,q4021,q4022,q4023,q501,q5021,q5022,q5023,q5024,q5025,q5026,q503,q5041,q5042,q5043,q5044,q5045,q5046,q5051,q5052,q5053,q5054,q5055,q5056,q5057,q5061,q5062,q5063,q5071,q5072,q5073,q5074,q5075,q601,q602,q6031,q6032,q6033,q6034,q6035,q604,q605,q606,q607,q608,q609,q610,q611,q612,q6131,q6132,q6133,q701,q701agecategories,q702,q703,q703dichotomous,q704,q705,q706,q707,q708,q709,q710,q711,q712,q713,q714,q714a,q715withoutmorocco,q716withoutmorocco,V715onlymorocco,V716onlymorocco,q715incomedeciles,q716incomedeciles,q717
948,4,3,2,2,3,3,4,1,4,2,2,1,3,3,2,3,2,1,1,4,5,5,2,4,4,1,3,4,4,5,4,1,1,3,1,3,3,100,100,4,4,4,1,1,5,8,9,10,10,7,7,8,7,10,1,1,1,1,100,100,100,100,2,3,4,3,4,3,3,100,1,100,3,100,2,1,1,1,2,2,3,1,1,1,1,4,4,1,1,1,98,98,1,100,100,1,2,2,3,5,1,4,1,2,1,4,2,2,4,1,1,3,4,1,1,2,3,4,1,1,4,1,1,4,4,4,1,1,4,3,3,3,1,3,4,4,2,2,3,100,100,100,100,100,100,4,100,100,1,4,2,2, ,3,3,3, ,4,2,1,0,1, ,1,5,2,2,12,100,5,1,3,1, , ,2,2,8.5,5.5,100
1275,4,3,2,2,3,3,4,1,4,2,2,4,3,1,1,2,2,3,5,4,5,4,4,4,4,3,3,4,5,5,1,4,1,1,2,3,1,100,100,4,4,4,1,1,4,2,7,10,10,10,8,95,9,6,1,4,2,4,100,100,100,100,2,2,2,1,2,4,1,100,2,100,3,100,3,3,4,4,4,3,1,1,1,1,1,4,3,1,1,2,2,98,2,100,100,2,2,2,4,4,4,4,3,2,4,1,1,2,4,4,1,4,4,1,1,5,4,3,98,1,4,1,1,1,98,1,1,1,1,3,3,3,3,4,3,4,1,1,3,100,100,100,100,100,100,3,100,100,1,1,2,4,3,2,2,1, ,1,2,1,0,1, ,2,7,2,1, ,100,2,1,3,1, , ,4,9,10,10,100
939,4,3,2,2,3,3,4,1,4,2,98,2,1,1,1,4,2,1,2,4,5,4,1,3,2,1,4,4,1,5,1,1,2, ,1,1,2,100,100,4,4,4,1,2,6,3,2,8,10,7,6,3,6,3,1,4,1,4,100,100,100,100,2,2,4,3,3,3,2,100,1,100,98,100,1,1,1,1,3,3,3,1,1,1,1,4,1,1,1,1,1,98,98,100,100,2,2,2,3,1,1,1,3,1,3,1,1,1,4,1,1,4,4,2,1,1,4,4,1,1,99,4,1,1,4,4,1,1,2,3,3,3,1,4,4,4,3,1,4,100,100,100,100,100,100,4,100,100,1,4,2,2, ,2,3,4, ,2,2,3,1,1, ,2,7,2,3,14,100,3,1,2,1, , ,2,2,8.5,5.5,100
340,4,3,2,2,3,3,4,2,3,2,2,2,3,1,2,4,2,1,5,2,2,4,3,2,2,1,4,3,1,5,1,1,2, ,1,3,3,100,100,4,3,3,1,2,9,9,3,8,10,4,10,1,10,1,1,3,2,4,100,100,100,100,3,3,3,2,2,5,3,100,2,100,1,98,3,3,4,2,2,3,3,2,2,4,1,2,1,4,1,1,1,1,1,100,100,2,2,2,2,3,2,1,3,3,2,1,2,2,2,4,1,4,4,4,4,2,3,3,3,2,4,2,2,1,3,3,2,2,2,3,3,3,1,4,3,3,2,3,3,100,100,100,100,100,100,3,100,100,2,3,1,3,2,2,3,1, ,5,1,1,0,2,2, , , ,2,5,100,5,1,2,1, , ,0,4,1.5,9,100
101,4,3,2,2,3,3,4,2,3,2,2,2,3,2,2,3,1,2,5,3,2,5,3,3,2,1,4,2,2,5,2,1,2, ,1,2,2,100,100,3,3,4,1,1,10,3,8,8,2,6,95,1,10,4,1,4,98,2,100,100,100,100,3,3,3,3,3,3,6,100,1,100,4,4,3,4,4,2,3,3,4,2,2,1,1,3,1,1,1,1,1,1,1,100,100,1,2,2,3,5,1,2,1,1,4,2,1,2,3,3,1,4,4,4,2,2,2,2,1,3,2,3,3,3,1,3,3,3,4,3,3,3,1,4,4,4,2,3,4,100,100,100,100,100,100,3,100,100,2,2,2,4,3,4,4,1, ,7,1,1,0,1, ,1,5,2,2,12,100,3,1,3,1, , ,2,3,8.5,8,100
986,4,3,2,2,3,3,4,2,4,2,2,1,1,1,2,3,2,1,1,1,5,5,1,3,2,1,3,4,5,5,1,1,2, ,1,3,3,100,100,4,4,4,1,1,10,10,95,10,10,8,95,5,3,2,1,1,1,1,100,100,100,100,2,4,4,3,2,2,1,100,2,100,2,100,1,1,1,1,4,4,3,1,1,1,1,4,4,1,1,1,1,98,1,100,100,1,2,2,1,5,1,1,1,1,1,1,1,1,4,1,1,4,4,1,2,2,1,1,1,4,1,1,1,3,1,2,1,1,4,3,3,3,3,4,4,4,1,3,4,100,100,100,100,100,100,4,100,100,1,4,2,2, ,3,4,4, ,3,2,1,0,2,2, , , ,2,7,100,5,1,2,1, , ,0,2,1.5,5.5,100
926,4,3,2,2,3,3,4,3,4,2,2,2,1,3,2,4,2,3,2,3,5,4,3,4,4,1,4,4,5,5,4,1,2, ,1,2,3,100,100,4,4,4,1,1,5,98,10,8,8,8,95,4,3,6,1,2,1,1,100,100,100,100,2,2,4,4,3,2,1,100,2,100,4,100,2,1,1,1,2,3,3,1,1,1,1,4,3,1,1,1,98,98,98,100,100,2,2,2,3,3,2,1,1,1,1,1,1,1,4,3,1,4,4,4,1,2,2,4,1,2,4,1,4,4,4,4,3,1,4,3,3,3,2,3,4,3,2,1,4,100,100,100,100,100,100,4,100,100,1,3,2,3,3,3,3,4, ,6,1,1,0,2,99,99,99,99,3,14,100,5,1,2,1, , ,2,2,8.5,5.5,100
922,4,3,2,2,3,4,4,1,3,2,2,4,1,2,2,2,1,2,2,4,3,4,3,2,2,1,2,1,5,5,3,1,2, ,1,2,2,100,100,1,4,4,4,1,9,4,10,9,4,5,95,9,5,7,1,4,1,3,100,100,100,100,3,3,2,2,3,4,1,100,2,100,3,100,2,1,2,2,2,4,4,1,1,1,1,3,1,1,1,1,98,98,98,100,100,1,2,2,2,5,1,4,4,4,2,1,1,1,1,1,1,4,2,2,1,1,4,4,1,1,1,4,4,1,2,4,1,1,4,3,3,3,4,2,3,2,1,3,3,100,100,100,100,100,100,3,100,100,2,2,2,2, ,2,3,2, ,4,1,2,1,1, ,1,5,2,2,12,100,1,1,3,1, , ,2,2,8.5,5.5,100
251,4,3,2,2,3,4,4,1,4,2,2,2,2,1,2,1,1,4,4,4,4,4,1,3,2,1,3,3,2,5,3,3,1,1,2,2,1,100,100,3,3,3,2,1,10,1,1,10,95,3,95,1,10,1,2,3,3,3,100,100,100,100,3,2,3,3,3,4,1,100,2,100,2,98,2,2,3,2,3,4,4,1,1,1,1,3,1,1,1,1,2,2,1,100,100,2,2,2,4,1,1,2,2,2,3,2,2,1,4,4,1,4,4,4,4,99,98,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,2,3,4,4,2,2,4,100,100,100,100,100,100,4,100,100,2,2,1,2, ,98,98,98, ,5,1,1,0,2,99,99,99,99,3,14,100,5,1,2,1, , ,4,3,10,8,100
322,4,3,2,2,3,4,4,3,4,1,1,2,1,3,1,98,1,4,5,3,1,3,1,4,3,1,3,3,4,5,98,98,2, ,2,3,3,100,100,4,3,4,1,1,1,5,2,6,8,2,10,5,10,5,1,1,1,2,100,100,100,100,2,3,4,4,2,4,2,100,1,100,2,98,3,1,3,3,3,3,4,1,1,1,2,4,4,1,1,3,98,98,1,100,100,1,2,2,2,1,2,2,2,2,1,1,1,2,4,1,1,4,4,3,1,99,4,2,2,1,1,1,2,3,1,3,1,1,3,2,1,3,1,3,4,4,4,3,2,100,100,100,100,100,100,3,100,100,1,3,2,2, ,3,2,1, ,2,2,2,1,2,2, , , ,2,4,100,1,1,3,1, , ,1,3,5,8,100
104,4,3,2,2,3,4,4,3,4,2,1,2,1,1,1,4,2,3,5,4,5,4,3,1,2,1,3,4,1,5,1,1,2, ,1,3,1,100,100,4,4,4,1,1,9,8,1,3,9,98,7,3,7,3,1,4,4,4,100,100,100,100,3,3,5,3,2,5,1,100,2,100,4,98,4,4,4,3,4,3,4,1,1,1,1,4,4,1,4,1,1,1,98,100,100,2,2,2,4,1,2,1,3,3,4,3,3,1,3,4,1,4,4,1,1,2,4,4,1,98,3,1,1,2,4,4,1,1,1,3,3,3,1,4,4,3,4,3,4,100,100,100,100,100,100,4,100,100,1,2,1,4,3,3,4,4, ,3,1,1,0,2,2, , , ,2,6,100,5,1,3,99, , ,0,3,1.5,8,100
916,4,3,2,2,3,98,98,98,98,2,2,3,2,1,1,4,2,1,2,4,2,4,3,4,4,1,3,2,5,5,1,1,2, ,1,3,3,100,100,3,98,3,1,4,98,98,98,98,6,98,2,7,8,5,2,4,1,98,100,100,100,100,3,4,98,4,2,98,2,100,1,100,1,100,2,4,3,1,2,3,4,1,1,1,1,4,2,1,1,2,98,98,98,100,100,2,2,2,2,5,1,1,2,2,98,2,1,1,4,2,1,4,4,4,1,99,98,3,1,2,1,1,1,1,3,4,1,1,2,1,1,1,2,3,98,4,98,1,4,100,100,100,100,100,100,3,100,100,98,98,2,2, ,1,3,98, ,1,2,4,1,2,2, , , ,1, ,100,3,1,3,1, , ,3,3,10,8,100
740,4,3,2,2,4,1,4,2,4,2,1,1,3,2,2,2,1,3,1,4,5,4,3,4,3,1,4,4,5,5,2,1,1,7,1,3,3,100,100,4,4,4,1,4,2,98,95,10,10,10,95,3,10,8,1,4,2,2,100,100,100,100,98,3,2,3,1,2,1,100,2,100,2,4,2,3,2,1,1,2,1,1,1,1,1,4,4,1,1,1,98,98,1,100,100,1,2,2,4,5,1,1,1,1,4,2,1,2,4,1,1,4,4,4,1,2,2,4,1,4,1,4,1,4,1,4,4,1,4,3,3,3,98,2,2,2,4,1,2,100,100,100,100,100,100,4,100,100,1,1,2,3,1,2,3,1, ,4,2,1,0,2,2, , , ,2,5,100,5,1,3,1, , ,1,2,5,5.5,100
633,4,3,2,2,4,2,4,2,4,2,1,2,4,1,2,4,2,3,2,3,1,5,3,4,2,1,4,99,5,5,1,1,2, ,1,3,3,100,100,3,3,3,1,1,98,98,8,3,2,7,2,4,10,1,1,3,2,4,100,100,100,100,3,3,3,3,3,3,2,100,1,100,3,100,3,3,3,2,4,4,3,1,1,1,1,1,1,1,1,1,2,98,2,100,100,1,2,2,2,5,1,3,1,1,3,1,1,1,4,3,1,4,4,4,1,2,98,3,1,2,3,1,2,2,3,3,1,1,3,3,3,2,2,3,3,3,2,3,4,100,100,100,100,100,100,4,100,100,1,2,2,3,3,3,3,2, ,3,2,2,1,2,2, , , ,2,3,100,5,1,2,1, , ,0,2,1.5,5.5,100
1066,4,3,2,2,4,2,4,3,3,2,2,1,3,1,2,4,2,1,1,3,2,2,1,3,2,1,5,4,5,5,1,1,2, ,1,1,2,100,100,4,4,4,2,1,3,7,4,10,9,6,10,5,10,2,1,4,3,3,100,100,100,100,2,3,3,2,2,5,1,100,2,100,3,100,2,3,2,2,4,4,2,1,1,1,1,4,4,1,2,2,1,1,2,100,100,2,2,2,1,1,1,2,2,2,3,3,3,1,3,1,1,4,2,4,2,2,4,4,1,4,1,3,4,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,100,100,100,100,100,100,98,100,100,1,4,98,4,3,3,3,3, ,1,1,2,1,1, ,2,8,2,1, ,100,5,1,3,1, , ,1,2,5,5.5,100
589,4,3,2,2,4,3,2,1,3,2,2,2,1,2,2,98,2,2,5,4,5,4,3,3,2,1,3,1,2,5,1,2,1,1,1,2,1,100,100,4,3,4,1,4,6,5,8,3,10,8,3,6,5,4,2,1,2,1,100,100,100,100,2,4,4,2,1,4,1,100,2,100,2,4,3,3,2,2,1,3,4,1,2,1,1,1,3,1,1,1,98,98,2,100,100,2,2,2,1,1,2,2,1,3,2,1,3,2,2,1,1,4,1,1,1,99,2,2,2,3,1,3,2,3,3,3,2,2,2,3,3,3,3,4,4,3,2,3,98,100,100,100,100,100,100,2,100,100,1,3,2,1, ,2,2,2, ,3,2,1,0,2,2, , , ,2,4,100,5,1,3,1, , ,2,3,8.5,8,100
729,4,3,2,2,4,3,4,1,4,2,2,1,1,2,2,98,98,1,2,4,5,5,3,4,4,3,3,1,4,5,3,1,1,3,1,3,3,100,100,4,4,4,1,3,98,98,6,8,9,98,2,5,98,7,3,4,2,2,100,100,100,100,3,4,4,4,1,4,1,100,2,100,4,98,4,4,4,3,2,3,4,1,1,2,1,4,4,2,2,2,2,98,1,100,100,1,2,2,1,1,1,4,2,2,4,3,1,1,4,1,1,1,2,1,1,1,4,4,1,1,1,2,3,2,3,4,1,1,1,3,3,3,3,3,3,3,2,3,3,100,100,100,100,100,100,3,100,100,1,2,2,3,1,2,98,3, ,2,2,3,1,2,2, , , ,2,1,100,1,1,1,1, , ,1,5,5,10,100
327,4,3,2,2,4,3,4,1,98,2,2,1,3,1,2,3,1,1,2,4,5,3,3,4,4,1,4,4,5,5,2,1,1,1,1,3,2,100,100,4,1,3,1,4,5,96,8,10,3,5,10,95,10,10,1,4,1,3,100,100,100,100,4,4,4,4,2,4,1,100,2,100,3,98,4,2,2,1,4,4,4,1,1,1,1,4,1,1,1,2,98,98,2,100,100,1,2,2,4,5,1,4,1,1,4,1,1,3,4,3,1,4,4,4,2,99,3,1,1,2,1,4,1,1,3,4,1,1,2,3,3,1,1,4,4,4,3,3,98,100,100,100,100,100,100,1,100,100,2,4,2,3,3,4,4,2, ,3,2,6,1,2,2, , , ,2,2,100,1,1,3,1, , ,1,4,5,9,100
623,4,3,2,2,4,3,4,2,4,2,1,3,1,2,2,4,1,3,2,3,3,3,1,3,2,1,4,2,1,5,1,1,1,6,2,3,3,100,100,3,2,3,1,1,3,2,4,1,1,7,10,5,2,6,1,4,2,98,100,100,100,100,2,3,2,3,1,4,2,100,5,100,3,4,2,3,3,3,3,3,4,1,2,1,1,3,2,1,1,3,1,1,2,100,100,1,2,1,3,5,2,1,2,1,3,2,1,1,3,1,1,4,4,1,1,1,3,3,3,2,2,1,2,2,2,3,1,1,1,1,2,1,4,4,4,4,3,2,2,100,100,100,100,100,100,4,100,100,2,3,2,2, ,2,4,4, ,4,2,6,1,1, ,1,2,1,2,9,100,1,1,2,1, , ,0,2,1.5,5.5,100
731,4,3,2,2,4,3,4,2,4,2,2,1,1,3,1,4,1,3,5,3,5,3,3,4,1,1,4,4,1,5,1,4,1,3,2,3,2,100,100,4,4,4,1,1,8,5,4,7,2,9,95,7,5,4,1,3,2,4,100,100,100,100,2,4,2,4,2,4,1,100,2,100,2,3,4,4,4,3,4,3,4,1,1,1,1,4,4,1,1,3,1,2,1,100,100,2,2,1,2,1,1,1,4,2,3,1,1,3,2,4,4,4,4,1,1,2,4,1,2,3,4,3,4,1,1,4,2,3,2,3,3,1,2,4,3,2,1,1,4,100,100,100,100,100,100,4,100,100,1,1,1,4,3,3,4,2, ,1,1,3,1,1, ,1,3,2,2,3,100,2,1,2,1, , ,2,4,8.5,9,100
594,4,3,2,2,4,3,4,2,4,2,2,1,3,2,2,2,1,2,5,4,5,5,1,4,4,1,2,2,5,5,1,1,2, ,1,3,3,100,100,2,2,2,1,2,9,3,4,7,8,5,1,2,10,9,2,3,3,3,100,100,100,100,4,4,3,4,4,4,1,100,2,100,1,4,4,1,1,4,4,4,2,1,1,1,2,1,2,1,1,4,98,98,4,100,100,1,2,2,1,5,2,1,2,2,2,1,1,2,4,4,1,4,4,3,1,99,3,2,1,2,4,2,1,1,2,3,1,1,2,3,3,1,3,4,4,2,1,3,98,100,100,100,100,100,100,4,100,100,2,3,2,1, ,4,3,1, ,3,2,1,0,1, ,1,4,2,2,8,100,5,1,2,1, , ,1,1,5,2,100
31,4,3,2,2,4,3,4,3,4,2,2,2,1,3,2,4,2,2,5,3,3,4,1,3,2,1,5,2,1,5,2,1,2, ,1,3,1,100,100,3,2,4,1,1,8,6,95,10,95,4,95,7,10,5,1,3,3,2,100,100,100,100,3,4,3,3,2,4,1,100,2,100,3,98,4,1,1,1,3,4,4,1,1,1,1,4,4,2,2,1,98,98,2,100,100,2,2,2,3,1,1,1,3,3,2,1,1,2,3,1,1,4,4,4,1,2,3,3,1,2,3,3,1,1,4,4,1,1,3,3,3,3,2,3,4,4,1,1,3,100,100,100,100,100,100,4,100,100,2,2,2,3,3,4,4,4, ,2,2,4,1,1, ,2,3,2,1, ,100,3,1,3,1, , ,1,5,5,10,100
993,4,3,2,2,4,3,4,3,4,2,2,2,3,1,2,2,2,1,1,4,4,5,1,3,2,1,2,1,5,5,3,1,2, ,2,3,3,100,100,4,4,4,1,2,10,6,10,8,10,10,95,10,10,10,1,2,1,1,100,100,100,100,2,3,3,3,2,2,1,100,2,100,2,100,2,1,1,1,3,2,3,1,2,1,1,4,4,1,1,1,98,98,98,100,100,1,2,2,2,4,1,4,1,2,1,2,1,2,4,1,1,4,4,4,4,2,3,1,1,2,1,3,1,1,1,3,1,1,4,3,3,3,2,4,4,4,1,1,3,100,100,100,100,100,100,3,100,100,1,3,2,1, ,3,3,4, ,2,2,3,1,1, ,2,7,2,1, ,100,4,1,1,1, , ,0,1,1.5,2,100
109,4,3,2,2,4,4,3,4,4,2,1,1,1,3,1,3,1,2,2,4,5,4,98,4,4,1,4,4,5,5,4,1,2, ,1,3,3,100,100,4,4,2,2,1,3,6,1,9,10,10,10,95,10,1,1,4,3,4,100,100,100,100,2,2,3,4,4,4,1,100,2,100,98,4,3,4,4,3,3,3,4,1,1,1,1,4,4,1,4,1,2,2,2,100,100,1,2,2,3,5,1,1,1,1,1,1,1,1,3,4,1,4,4,4,4,2,3,3,1,1,4,3,1,1,4,4,1,1,1,3,3,3,1,4,4,4,3,1,2,100,100,100,100,100,100,4,100,100,1,4,1,4,2,2,3,4, ,3,2,1,0,1, ,2,8,2,2,3,100,3,1,2,3, , ,2,3,8.5,8,100
238,4,3,2,2,4,4,4,1,4,1,2,2,2,1,2,4,2,4,5,3,98,2,3,1,1,1,4,4,1,5,1,1,1,6,2,2,1,100,100,4,4,4,1,1,10,3,5,9,10,8,10,5,10,5,1,4,4,4,100,100,100,100,2,2,3,2,2,4,2,100,1,100,1,4,3,4,2,2,2,4,3,1,1,1,1,4,4,1,1,1,98,1,1,100,100,1,2,2,1,3,1,1,4,2,3,3,2,4,2,3,1,4,4,4,4,99,4,3,1,2,1,2,3,3,2,3,2,2,3,3,3,3,1,3,3,3,4,1,3,100,100,100,100,100,100,4,100,100,1,2,2,2, ,3,2,1, ,4,1,1,0,1, ,1,5,2,2,12,100,3,1,3,1, , ,3,3,10,8,100
285,4,3,2,2,4,4,4,1,4,2,2,2,2,2,2,4,1,4,5,4,5,3,99,4,3,1,4,1,2,4,2,2,1,7,1,3,3,100,100,3,3,3,2,2,99,3,8,98,99,7,99,6,10,2,2,3,2,4,100,100,100,100,2,3,4,2,2,2,1,100,2,100,3,4,2,3,3,2,2,3,4,2,2,1,1,4,1,1,98,1,98,98,2,100,100,1,2,2,2,5,1,2,3,3,2,3,2,2,2,4,1,4,4,4,1,99,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,2,3,98,100,100,100,100,100,100,4,100,100,1,2,2,4,99,1,1,1, ,1,1,4,1,1, ,2,3,2,3,14,100,1,1,2,1, , ,10,10, , ,100
1224,4,3,2,2,4,4,4,2,4,2,2,2,2,1,2,4,1,2,2,2,5,4,3,3,1,1,5,4,5,5,2,2,2, ,1,3,3,100,100,4,3,4,2,2,7,5,2,8,9,8,9,2,8,2,1,4,4,2,100,100,100,100,4,4,4,2,2,4,3,100,2,100,2,100,3,4,3,2,2,2,4,3,2,1,2,2,2,1,1,1,1,2,2,100,100,2,2,2,3,1,1,2,2,3,4,2,2,2,3,2,1,2,2,3,1,2,98,2,1,3,3,3,2,2,3,3,2,2,2,3,2,1,3,3,3,3,1,2,2,100,100,100,100,100,100,2,100,100,1,2,2,3,2,2,2,2, ,2,1,3,1,1, ,1,99,2,1, ,100,4,1,2,1, , ,1,2,5,5.5,100
117,4,3,2,2,4,4,4,2,4,2,2,3,3,2,1,4,1,1,5,5,5,5,3,3,2,1,4,3,5,5,2,4,2, ,1,1,3,100,100,3,3,3,2,1,95,95,95,10,10,10,10,95,10,1,2,3,4,3,100,100,100,100,4,4,4,4,4,4,3,100,2,100,1,3,3,3,3,3,4,2,3,2,2,2,2,4,1,1,1,1,1,2,2,100,100,1,2,2,2,1,2,2,2,2,3,1,1,1,4,4,1,2,2,2,1,2,2,3,2,2,3,2,1,1,2,2,1,1,2,3,3,3,2,3,3,3,2,1,4,100,100,100,100,100,100,4,100,100,1,3,2,3,3,4,4,1, ,2,2,2,1,1, ,2,6,2,2,12,100,5,2, ,99, , ,1,3,5,8,100
440,4,3,2,2,4,4,4,2,4,99,2,2,1,1,2,4,2,1,5,3,3,4,4,4,3,1,3,1,2,5,1,1,2, ,1,2,2,100,100,3,3,3,2,1,4,4,1,8,7,8,1,2,4,5,1,4,2,4,100,100,100,100,2,3,2,2,2,2,2,100,1,100,1,100,2,3,2,3,3,3,4,1,1,1,2,3,3,3,3,2,1,1,2,100,100,2,2,2,2,3,1,2,3,2,2,2,2,1,2,3,3,4,4,4,3,6,3,2,2,2,1,4,2,2,3,3,3,2,3,3,3,3,2,3,3,3,4,2,2,100,100,100,100,100,100,4,100,100,1,3,2,2, ,1,1,1, ,5,1,1,0,1, ,2,6,2,2,12,100,5,1,3,1, , ,2,3,8.5,8,100
344,4,3,2,2,4,4,4,3,2,2,2,3,3,2,2,4,1,3,1,5,5,3,3,3,2,1,3,4,5,5,2,1,1,3,2,3,3,100,100,4,4,4,1,1,10,1,6,10,10,10,10,7,10,6,1,4,2,4,100,100,100,100,2,2,4,2,2,2,1,100,2,100,2,4,4,4,4,4,3,4,4,1,1,1,1,4,1,1,1,1,2,2,2,100,100,2,2,1,1,1,1,2,2,2,3,1,1,1,3,4,1,1,1,1,1,2,3,3,3,1,3,1,3,1,1,1,1,1,4,3,3,3,2,3,4,4,2,2,4,100,100,100,100,100,100,4,100,100,1,2,1,4,3,3,3,1, ,3,2,1,0,1, ,1,4,2,1, ,100,4,1,3,3, , ,0,3,1.5,8,100
6,4,3,2,2,4,4,4,3,4,2,2,1,1,2,2,3,2,2,5,3,5,4,1,3,2,1,5,2,1,5,1,2,1,3,2,3,2,100,100,4,4,4,1,4,5,7,3,8,9,6,1,5,10,5,2,4,2,3,100,100,100,100,2,3,3,4,3,3,1,100,2,100,1,100,3,2,2,2,4,2,3,1,1,1,1,4,4,1,3,2,1,98,3,100,100,2,2,2,2,1,2,1,3,3,2,1,2,1,2,1,1,4,4,4,1,6,3,3,2,2,3,2,1,1,3,3,2,2,3,3,3,3,1,4,4,4,2,3,4,100,100,100,100,100,100,3,100,100,1,3,2,3,3,4,4,4, ,6,1,1,0,2,4, , , ,3,14,100,99,1,1,1, , ,1,3,5,8,100
1245,4,3,2,2,4,4,4,3,4,2,2,4,2,1,1,4,1,2,4,4,1,2,3,3,1,1,3,1,5,5,1,1,1,7,1,3,3,100,100,4,3,4,2,2,5,5,9,9,5,2,5,9,2,1,4,98,98,3,100,100,100,100,4,4,3,3,4,2,1,100,2,100,1,100,4,3,1,3,3,3,3,2,2,2,2,4,4,2,1,1,1,98,2,100,100,1,2,2,4,5,1,4,1,2,4,2,1,2,4,4,1,3,3,3,3,2,98,1,1,4,4,1,3,2,2,3,3,2,3,2,2,1,4,4,3,3,1,3,4,100,100,100,100,100,100,2,100,100,1,1,2,4,3,3,3,3, ,4,1,1,0,1, ,1,6,2,2,12,100,5,1,3,1, , ,0,4,1.5,9,100
612,4,3,2,2,4,4,4,4,4,2,1,3,2,1,1,2,1,3,5,3,5,2,4,1,1,2,4,1,1,5,1,1,2, ,1,2,2,100,100,4,1,4,2,1,5,5,2,7,8,4,95,1,6,1,1,4,2,3,100,100,100,100,3,3,4,3,3,4,2,100,1,100,3,4,4,4,3,2,3,4,3,1,2,1,1,3,1,1,1,1,1,1,2,100,100,2,2,2,4,5,1,4,1,1,4,4,1,3,1,1,4,1,4,3,1,99,4,1,1,98,1,4,3,2,4,4,1,1,4,3,3,3,1,1,1,1,4,2,3,100,100,100,100,100,100,4,100,100,1,1,2,1, ,3,3,3, ,1,1,3,1,1, ,2,8,2,1, ,100,4,1,1,1, , ,1,2,5,5.5,100
315,4,3,2,2,4,4,4,4,4,2,2,2,1,1,2,4,1,4,4,4,4,4,3,3,3,1,5,4,5,5,1,1,2, ,2,3,3,100,100,2,2,3,1,1,4,3,2,1,6,5,3,5,1,1,1,3,1,2,100,100,100,100,3,4,4,4,3,4,2,100,1,100,2,4,1,1,2,1,1,4,1,1,1,1,1,3,2,1,1,1,98,98,1,100,100,1,2,2,2,1,1,1,1,2,2,1,1,1,1,4,4,4,4,4,4,99,2,1,2,1,1,2,1,2,4,3,2,1,2,98,3,98,1,3,3,4,3,1,1,100,100,100,100,100,100,1,100,100,1,2,2,3,3,4,4,4, ,5,2,1,0,1, ,1,4,2,2,12,100,4,1,3,1, , ,1,2,5,5.5,100
1047,4,3,2,2,4,4,4,4,4,2,2,3,3,3,2,4,1,2,5,4,5,5,4,3,3,1,3,2,5,5,3,2,2, ,2,3,3,100,100,4,4,3,2,2,9,5,7,6,1,6,1,2,9,1,1,3,2,3,100,100,100,100,3,4,4,3,3,3,1,100,2,100,2,100,3,2,3,3,2,3,3,2,2,1,1,3,3,1,1,2,1,1,1,100,100,1,2,2,4,1,1,3,2,2,3,2,2,1,4,1,1,3,3,4,3,2,4,3,1,2,2,3,2,2,3,4,1,1,2,3,3,3,2,4,4,4,2,3,4,100,100,100,100,100,100,4,100,100,1,4,2,3,3,3,3,2, ,4,2,1,0,2,2, , , ,2,5,100,5,1,2,1, , ,1,2,5,5.5,100
796,4,3,2,2,4,4,4,4,4,2,2,3,3,3,2,98,98,4,4,5,2,4,1,3,4,99,98,4,5,5,98,2,2, ,1,3,3,100,100,4,4,4,1,2,5,6,8,8,6,6,1,2,3,1,2,3,98,98,100,100,100,100,4,4,4,4,4,4,3,100,1,100,2,100,3,4,2,2,4,4,4,2,2,2,1,2,3,2,2,1,1,2,2,100,100,2,2,2,4,1,4,3,3,4,2,2,2,2,1,3,2,1,1,2,1,4,98,3,1,99,99,2,4,4,2,2,3,1,98,2,1,2,2,2,3,4,3,3,2,100,100,100,100,100,100,1,100,100,2,2,2,4,2,4,4,4, ,1,1,3,1,1, ,2,7,2,1, ,100,4,2, ,3, , ,2,2,8.5,5.5,100
